dia,materia,assunto,num,fonte,enunciado,A,B,C,D,E,gabarito,imagens
27,FÍSICA,DINÂMICA,4,FCSB 2022 -- FÍS,"Um caminhão de massa 6000 kg está parado em uma rua inclinada de um
ângulo θ em relação à horizontal, como mostrado na figura

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image13.webp)

Considerando g = 10 m/s^2^ e sen θ = 0,25, a resultante das forças de
resistência que atuam sobre o caminhão e que o impedem de se mover rua
abaixo tem intensidade",24000 N.,58200 N.,15000 N.,1200 N.,6000 N.,C,dia27_image13.webp
27,FÍSICA,DINÂMICA,5,FCSB 2022 -- FÍS,"Ao decolar por uma pista reta, plana e horizontal, um avião de massa 2,0
× 10^4^ kg parte do repouso e atinge a velocidade de 60 m/s ao perder
contato com o solo.

 

O trabalho realizado pela resultante das forças que atuaram sobre o
avião desde o início da decolagem até o instante em que perdeu contato
com o solo foi","3,0 × 10^5^ J.","3,6 × 10^7^ J.","7,2 × 10^7 ^J.","1,8 × 10^7^ J.","9,0 × 10^6^ J.",B,
27,FÍSICA,DINÂMICA,6,FUVEST 2022 -- FÍS,"![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image14.webp)

Considere a situação indicada na figura, em que um motor, com o auxílio
de uma polia, ergue verticalmente uma caixa de massa 12 kg. A caixa
contém materiais frágeis e deve ser erguida com velocidade constante.

Qual é a magnitude da força vertical que o motor deve exercer para
realizar a tarefa?

 

Note e adote:

Despreze efeitos de atrito. Aceleração da gravidade: g = 10 m/s^2^ .",0 N,30 N,60 N,120 N,240 N,D,dia27_image14.webp
27,FÍSICA,DINÂMICA,7,UERJ 2021 -- FÍS,"Uma empresa testou quatro molas para utilização em um sistema de
fechamento automático de portas. Para avaliar sua eficiência, elas foram
fixadas a uma haste horizontal e, em suas extremidades livres, foram
fixados corpos com diferentes massas

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image18.webp)

Observe na tabela os valores tanto das constantes elásticas K das molas
quanto das massas dos corpos.

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia27_image16.webp)

Para que o sistema de fechamento funcione com mais eficiência, a mola a
ser utilizada deve ser a que apresentou maior deformação no teste.

 

Essa mola está identificada pelo seguinte número:",I,II,III,IV,,C,dia27_image18.webp;dia27_image16.webp
27,FÍSICA,DINÂMICA,8,ENEM 2021 PPL -- QUI,"No seu estudo sobre a queda dos corpos, Aristóteles afirmava que se
abandonarmos corpos leves e pesados de uma mesma altura, o mais pesado
chegaria mais rápido ao solo. Essa ideia está apoiada em algo que é
difícil de refutar, a observação direta da realidade baseada no senso
comum.

    Após uma aula de física, dois colegas estavam discutindo sobre a
queda dos corpos, e um tentava convencer o outro de que tinha razão:

    Colega A: ""O corpo mais pesado cai mais rápido que um menos pesado,
quando largado de uma mesma altura. Eu provo, largando uma pedra e uma
rolha. A pedra chega antes. Pronto! Tá provado!"".

    Colega B: ""Eu não acho! Peguei uma folha de papel esticado e deixei
cair. Quando amassei, ela caiu mais rápido. Como isso é possível? Se era
a mesma folha de papel, deveria cair do mesmo jeito. Tem que ter outra
explicação!"".

HULSENDEGER, M. Uma análise das concepções dos alunos sobre a queda dos
corpos. Caderno Brasileiro de Ensino de Física, n. 3, dez. 2004
(adaptado).

 

O aspecto físico comum que explica a diferença de comportamento dos
corpos em queda nessa discussão",peso dos corpos.,resistência do ar.,massa dos corpos.,densidade dos corpos.,aceleração da gravidade.,B,
28,MATEMÁTICA,RAZÃO E PROPORÇÃO,1,UERJ 2022 -- MAT,"Durante a atual pandemia da covid-19, uma universidade realizou um
estudo com 400 docentes sobre o Ensino a Distância (EAD) e o Ensino
Remoto Emergencial (ERE). Parte dos resultados desse estudo está
representada a seguir:

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia28_image9.webp)

Entre os docentes que consideram que o EAD e o ERE são formas de
trabalho distintas, a quantidade daqueles que não vislumbram a
continuidade do trabalho de ERE após a pandemia é igual a:",200,220,240,260,,C,dia28_image9.webp
28,MATEMÁTICA,RAZÃO E PROPORÇÃO,2,ENEM 2023 -- MAT,"Um supermercado conta com cinco caixas disponíveis para pagamento. Foram
instaladas telas que apresentam o tempo médio gasto por cada caixa para
iniciar e finalizar o atendimento de cada cliente, e o número de pessoas
presentes na fila de cada caixa em tempo real. Um cliente, na hora de
passar sua compra, sabendo que cada um dos cinco caixas iniciará um novo
atendimento naquele momento, pretende gastar o menor tempo possível de
espera na fila. Ele observa que as telas apresentam as informações a
seguir:

 - Caixa I: atendimento 12 minutos, 5 pessoas na fila.\
- Caixa II: atendimento 6 minutos, 9 pessoas na fila.\
- Caixa III: atendimento 5 minutos, 6 pessoas na fila.\
- Caixa IV: atendimento 15 minutos, 2 pessoas na fila.\
- Caixa V: atendimento 9 minutos, 3 pessoas na fila.

Para alcançar seu objetivo, o cliente deverá escolher o caixa",I.,II\.,III\.,IV\.,V.,E,
28,MATEMÁTICA,RAZÃO E PROPORÇÃO,3,ENEM 2023 -- MAT,"Um agricultor é informado sobre um método de proteção para sua lavoura
que consiste em inserir larvas específicas, de rápida reprodução. A
reprodução dessas larvas faz com que sua população multiplique-se por 10
a cada 3 dias e, para evitar eventuais desequilíbrios, é possível cessar
essa reprodução aplicando-se um produto X. O agricultor decide iniciar
esse método com 100 larvas e dispõe de 5 litros do produto X, cuja
aplicação recomendada é de exatamente 1 litro para cada população de 200
000 larvas. A quantidade total do produto X de que ele dispõe deverá ser
aplicada de uma única vez.

 Quantos dias após iniciado esse método o agricultor deverá aplicar o
produto X?",2,4,6,12,18,D,
28,MATEMÁTICA,RAZÃO E PROPORÇÃO,4,ENEM 2022 -- MAT,"Um borrifador de atuação automática libera, a cada acionamento, uma
mesma quantidade de inseticida. O recipiente desse produto, quando
cheio, contém 360 mL de inseticida, que duram 60 dias se o borrifador
permanecer ligado ininterruptamente e for acionado a cada 48 minutos.

 A quantidade de inseticida que é liberada a cada acionamento do
borrifador, em mililitro, é","0,125.","0,200.","4,800.","6,000.","12,000.",B,
28,MATEMÁTICA,RAZÃO E PROPORÇÃO,5,ENEM PPL -- MAT,"Um jovem, no trajeto que usa para ir para a escola, sempre passa por um
grande relógio digital que há no centro da sua cidade e compara a hora
nele mostrada com a hora que marca o seu relógio de pulso. Ao longo de
30 dias de observação, constata que o seu relógio atrasa 2 minutos, a
cada 15 dias, em relação ao do centro da cidade.

    Após 90 dias, sem nenhum dos dois relógios receberem ajustes e
mantida a mesma parcela de atraso diário, ao ler as marcações de horário
dos dois relógios, verificou que o do centro da cidade marcava
exatamente 7 horas.

 Qual horário marcava seu relógio de pulso nesse instante?",6 h e 48 min,6 h e 54 min,6 h e 58 min,7 h e 06 min,7 h e 12 min,A,
28,MATEMÁTICA,RAZÃO E PROPORÇÃO,6,ENEM 2022 PPL -- MAT,"Uma escola realizou uma pesquisa entre todos os seus estudantes e
constatou que três em cada dez deles estão matriculados em algum curso
extracurricular de língua estrangeira.

 

Em relação ao número total de estudantes dessa escola, qual porcentagem
representa o número de alunos matriculados em algum curso
extracurricular de língua estrangeira?","0,3%","0,33%",3%,30%,33%,D,
28,MATEMÁTICA,RAZÃO E PROPORÇÃO,7,ENEM 2023 -- MAT,"Alguns estudos comprovam que os carboidratos fornecem energia ao corpo,
preservam as proteínas estruturais dos músculos durante a prática de
atividade física e ainda dão força para o cérebro coordenar os
movimentos, o que de fato tem impacto positivo no desenvolvimento do
praticante. o ideal é consumir 1 grama de carboidrato para cada minuto
de caminhada.

CIRINO. C. Boa pergunta: consumir carboidratos antes dos exercícios
melhora o desempenho do atleta? Revista Saúde! É Vital n. 330, nov. 2010
(adaptado)

 

    Um casal realizará diariamente 30 minutos de caminhada, ingerindo,
antes dessa atividade, a quantidade ideal de carboidratos recomendada.
Para ter o consumo ideal apenas por meio do consumo de pão de fôrma
integral, o casal planeja garantir o suprimento de pães para um período
de 30 dias ininterruptos. Sabe-se que cada pacote desse pão vem com 18
fatias, e que cada uma delas tem 15 gramas de carboidratos.

A quantidade mínima de pacotes de pão de fôrma necessários para prover o
suprimento a esse casal é",1,4,6,7,8,D,
28,MATEMÁTICA,RAZÃO E PROPORÇÃO,8,ENEM 2022 PPL -- MAT,"Um clube está sendo reformado e deve ter algumas paredes e partes do
teto repintadas. São, no total, 560 m2 de parede e 260 m^2^ de teto.
Segundo orientações técnicas, um entre três tipos diferentes de tinta
deve ser usado para pintar as paredes (tipos I, II e III), e um entre
outros dois tipos pode ser utilizado na pintura do teto (tipos X e Y).
As características dos diferentes produtos são apresentadas a seguir:

 

• tipo I: vendido em embalagem com 10 L, por R\$ 180,00 cada. O conteúdo
permite pintar uma área de 220 m~2~;

• tipo II: vendido em embalagem com 20 L, por R\$ 350,00 cada. O
conteúdo permite pintar uma área de 450 m~2~;

• tipo III: vendido em embalagem com 25 L, por R\$ 650,00 cada. O
conteúdo permite pintar uma área de 550 m~2~;

• tipo X: vendido em embalagem com 4 L, por R\$ 70,00 cada. O conteúdo
permite pintar uma área de 80 m~2~;

• tipo Y: vendido em embalagem com 5 L, por R\$ 85,00 cada. O conteúdo
permite pintar uma área de 90 m~2~.

 

Pretende-se gastar a menor quantia possível, em real, com essa pintura.

 

As tintas que devem ser escolhidas para uso nas paredes e teto do clube,
respectivamente, são as de tipos",I e X.,I e Y.,II e X.,II e Y.,III e Y.,B,
28,FÍSICA,HIDROSTÁTICA,1,UEA 2017 -- FIS,"A figura mostra um cubo A e uma esfera B, ambos maciços e mais densos
do que a água, totalmente imersos em água. Ambos são mantidos em
equilíbrio por meio de dois fios ideais, A e B, que os prendem a uma
haste horizontal fixa, fora da água. É sabido que o cubo e a esfera
têm volumes iguais e que a densidade do cubo é maior do que a da
esfera.

![](https://raw.githubusercontent.com/AceleraEducacao/revisao-enem-imagens/main/dia28_image11.webp)

Sendo E~A~ a intensidade do empuxo aplicado pela água sobre o cubo,
E~B~ a intensidade do empuxo aplicado pela água sobre a esfera, T~A~ a
intensidade da força de tração no fio A e T~B~ a intensidade da força
de tração no fio B, é correto afirmar que",E~A~ = E~B ~e T~A~ \< T~B~,E~A ~= E~B~ e T~A~ \> T~B~,E~A~ \> E~B~ e T~A~ \> T~B~,E~A~ \> E~B~ e T~A~ \< T~B~,E~A~ = E~B~ e T~A ~= T~B~,B,dia28_image11.webp
28,FÍSICA,HIDROSTÁTICA,2,UNIC 2018 -- FIS,"A força de sustentação dos aviões se deve à existência da diferença de
pressões entre a parte superior e a parte inferior do perfil da asa.

Com base nos conhecimentos sobre Hidrostática e a Hidrodinâmica, é
correto afirmar:","A pressão hidrostática, em um dado local da Terra, depende apenas da natureza do líquido.",As forças de pressão exercidas por um fluido contra as paredes do recipiente são sempre paralelas à superfície.,"A pressão atmosférica depende da altitude do local e, assim, quanto menor for a altitude, menor é o valor da pressão atmosférica.",A intensidade do empuxo que age sobre um corpo mergulhado total ou parcialmente em um fluido em equilíbrio é igual ao peso do volume do corpo.,"Quando um avião se desloca horizontalmente ou com uma pequena inclinação para cima, a velocidade do ar acima da asa é maior do que na sua face inferior, assim a pressão do ar é maior embaixo do que em cima da asa.",E,
28,FÍSICA,HIDROSTÁTICA,3,UNIFOR 2020 -- FIS,"**Autoridades debatem acesso de deficientes nos estádios da Copa **

As ações de acessibilidade aos portadores de deficiência aos estádios
que sediarão os jogos da Copa do Mundo de 2014 foram debatidas na
reunião do Conselho Nacional dos Direitos da Pessoa com Deficiência
(Conade), em Brasília (DF). Os conselheiros estaduais e do Distrito
Federal apontaram uma série de medidas positivas adotadas durante a Copa
das Confederações e outras que precisam melhorar para o Mundial de 2014.
Das cidades que sediaram os jogos da Copa das Confederações estava o
representante da Secretaria Extraordinária da Copa (Secopa) de Belo
Horizonte (MG), Otávio Góes. Ele destacou que o Estádio Mineirão tem dez
elevadores especificamente para transportar essas pessoas. ""A ideia é
atender cada vez melhor tanto a essas pessoas quanto a população em
geral"", disse. 

Disponível em: http://www.portal2014.org.br/noticias/11952/AUTORIDADES+
DEBATEM+ACESSO+DE+ DEFICIENTES+NOS+ ESTADIOS+DA+COPA.html 

Considere o elevador hidráulico do estádio Mineirão cuja área da base do
pistão de elevação seja quatro vezes maior do que a área do pistão da
bomba de injeção de óleo. Desprezando as forças dissipativas, deseja-se
elevar um cadeirante de 88 kg (massa da pessoa + cadeira de rodas) sobre
uma plataforma de 22 kg, apoiada sobre o pistão maior, onde ficará o
cadeirante.

Qual deve ser a força exercida pelo motor de injeção da bomba sobre o
fluido, para que o cadeirante seja elevado às arquibancadas com
velocidade constante?",88 N,110 N,275 N,550 N,1100 N,C,
